Live chat ID,Channel ID,Live chat create timestamp,Price,Video ID,Live chat text
UgyeVoSNCpNuDYe0vux4AaABDqgBzrfKmQI,UCpECmc2QYPxhyqBEWfhiGRA,2022-01-28T17:20:39.022351+00:00,0,7H6Ks7xVpCA,"{""text"":""yepp""}"
UgyMyVofIYLyt3GQrLt4AaABDqgB4P_UhAI,UCpECmc2QYPxhyqBEWfhiGRA,2022-01-28T17:18:55.680849+00:00,0,7H6Ks7xVpCA,"{""text"":""same @vaani""}"
UgxsL6PV_98uvkRbh_F4AaABDqgB0tyZiQI,UCpECmc2QYPxhyqBEWfhiGRA,2022-01-28T17:06:13.727922+00:00,0,7H6Ks7xVpCA,"{""text"":""300 likes ke liye kam se km 2-3 ghante ka time tho do 😂""}"





