Channel ID,Channel auto-moderation in live chat,Video default allowed comments type,Video default targeted audience,Video default licence,Video default location latitude,Video default location longitude
UCpECmc2QYPxhyqBEWfhiGRA,false,Not set,Not set,Not set,0,0





